,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-Apr-15 to 7-Nov-23,,,,,,,,
Date,Particulars,,,,Vch Type,Vch No.,Debit,Credit
14-Aug-23,To,Mahesana,,,Payment,412,5000.00,
16-Aug-23,By,Piyush Vaghasiya (Loan),,,Payment,415,,2000.00
16-Aug-23,By,Home Cash Paid,,,Payment,416,,400.00
16-Aug-23,By,Party With Friends,,,Payment,417,,80.00
16-Aug-23,By,Food,,,Payment,418,,50.00
18-Aug-23,By,(as per details),,,Payment,428,,60.00
,,Food,,,,,40.00 Dr,
,,Party With Friends,,,,,20.00 Dr,
19-Aug-23,To,(as per details),,,Receipt,204,6400.00,
,,Dhyani Creation,,,,,,6100.00 Cr
,,Kalpesh Shiyani (Loan),,,,,,300.00 Cr
19-Aug-23,By,Food,,,Payment,429,,20.00
20-Aug-23,By,Food,,,Payment,430,,50.00
20-Aug-23,By,Party With Friends,,,Payment,433,,245.00
21-Aug-23,By,Food,,,Payment,434,,20.00
21-Aug-23,By,Bike Service,,,Payment,438,,150.00
22-Aug-23,By,Home Cash Paid,,,Payment,439,,100.00
23-Aug-23,To,Rahil,,,Receipt,214,5000.00,
23-Aug-23,By,Party With Friends,,,Payment,443,,40.00
24-Aug-23,By,Home Cash Paid,,,Payment,445,,2110.00
24-Aug-23,To,Rajesh Gajera,,,Receipt,216,2500.00,
25-Aug-23,To,Rajesh Gajera,,,Receipt,215,200000.00,
25-Aug-23,By,Flat 1403 Shaswat Luxaria,,,Payment,444,,200000.00
25-Aug-23,By,Home Cash Paid,,,Payment,449,,500.00
25-Aug-23,By,Food,,,Payment,456,,60.00
25-Aug-23,By,Karnbhumi Co. Op. Bank,,,Payment,458,,1200.00
25-Aug-23,By,Food,,,Payment,459,,30.00
26-Aug-23,By,Misc. Expenses,,,Payment,460,,145.00
26-Aug-23,By,Food,,,Payment,461,,50.00
26-Aug-23,By,"Tea, Coffe & Cold Drinks Exp",,,Payment,462,,10.00
26-Aug-23,To,Vitthalbhai Sabhadiya,,,Receipt,219,200000.00,
26-Aug-23,By,Food,,,Payment,475,,50.00
27-Aug-23,By,Divyam Cloths,,,Payment,470,,650.00
27-Aug-23,By,Divyam Cloths,,,Payment,472,,350.00
27-Aug-23,By,Bike Service,,,Payment,473,,220.00
27-Aug-23,By,Holiday Expenses,,,Payment,474,,380.00
28-Aug-23,By,Home Cash Paid,,,Payment,469,,500.00
28-Aug-23,By,Divyam Cloths,,,Payment,471,,600.00
28-Aug-23,By,Guest Expense,,,Payment,478,,150.00
29-Aug-23,By,Rent Exp.,,,Payment,482,,1500.00
29-Aug-23,By,Party With Friends,,,Payment,483,,60.00
30-Aug-23,By,DBS Bank,,,Payment,476,,195000.00
30-Aug-23,By,Party With Friends,,,Payment,477,,210.00
30-Aug-23,By,Home Cash Paid,,,Payment,481,,1000.00
30-Aug-23,To,DARSHAN GHANSHYAMBHAI MAKWANA,,,Receipt,222,1000.00,
30-Aug-23,By,Misc. Expenses,,,Payment,484,,270.00
30-Aug-23,By,Food,,,Payment,487,,50.00
31-Aug-23,By,Home Cash Paid,,,Payment,489,,50.00
31-Aug-23,By,Merriage Chandlo Shrimant,,,Payment,494,,200.00
31-Aug-23,By,"Tea, Coffe & Cold Drinks Exp",,,Payment,495,,20.00
31-Aug-23,By,Misc. Expenses,,,Payment,496,,90.00
03-Sep-23,To,DARSHAN GHANSHYAMBHAI MAKWANA,,,Receipt,226,9000.00,
03-Sep-23,By,Party With Friends,,,Payment,493,,100.00
03-Sep-23,By,Party With Friends,,,Payment,497,,120.00
03-Sep-23,By,Guest Expense,,,Payment,498,,90.00
04-Sep-23,By,(as per details),,,Payment,501,,1600.00
,,Home Cash Paid,,,,,1100.00 Dr,
,,Home Cash Paid,,,,,500.00 Dr,
04-Sep-23,By,(as per details),,,Payment,502,,170.00
,,Consultancy Exp.,,,,,75.00 Dr,
,,Consultancy Exp.,,,,,30.00 Dr,
,,Food,,,,,65.00 Dr,
04-Sep-23,By,(as per details),,,Payment,504,,170.00
,,Food,,,,,20.00 Dr,
,,Home Perquisites,,,,,120.00 Dr,
,,Divyam School Exp.,,,,,30.00 Dr,
05-Sep-23,By,Party With Friends,,,Payment,503,,100.00
05-Sep-23,By,Consultancy,,,Payment,505,,2200.00
06-Sep-23,By,(as per details),,,Payment,508,,80.00
,,Food,,,,,50.00 Dr,
,,Food,,,,,30.00 Dr,
07-Sep-23,By,(as per details),,,Payment,509,,140.00
,,Food,,,,,50.00 Dr,
,,Party With Friends,,,,,90.00 Dr,
08-Sep-23,By,Home Perquisites,,,Payment,510,,130.00
08-Sep-23,By,Bike Service,,,Payment,511,,50.00
09-Sep-23,By,Home Cash Paid,,,Payment,512,,500.00
10-Sep-23,By,Home Cash Paid,,,Payment,514,,2050.00
12-Sep-23,By,Food,,,Payment,538,,50.00
12-Sep-23,By,(as per details),,,Payment,540,,410.00
,,Holiday Expenses,,,,,340.00 Dr,
,,Holiday Expenses,,,,,70.00 Dr,
13-Sep-23,By,Home Cash Paid,,,Payment,533,,500.00
13-Sep-23,By,Home Cash Paid,,,Payment,534,,3000.00
13-Sep-23,By,Rigonal Function Falo,,,Payment,535,,500.00
13-Sep-23,By,Food,,,Payment,537,,50.00
14-Sep-23,By,Food,,,Payment,536,,80.00
14-Sep-23,By,Home Cash Paid,,,Payment,541,,500.00
15-Sep-23,By,Food,,,Payment,539,,30.00
21-Sep-23,By,DBS Bank,,,Receipt,236,,60000.00
21-Sep-23,To,Vishal Sabhadiya,,,Receipt,235,65000.00,
22-Sep-23,By,Divyam Toys,,,Payment,566,,1200.00
25-Sep-23,By,Home Cash Paid,,,Payment,564,,1500.00
26-Sep-23,By,Home Cash Paid,,,Payment,565,,1000.00
27-Sep-23,By,Food,,,Payment,569,,40.00
28-Sep-23,By,Food,,,Payment,568,,50.00
29-Sep-23,By,Food,,,Payment,567,,20.00
30-Sep-23,By,Home Perquisites,,,Payment,562,,200.00
30-Sep-23,By,Home Cash Paid,,,Payment,563,,500.00
30-Sep-23,By,Misc. Expenses,,,Payment,571,,190.00
01-Oct-23,To,Hetal,,,Receipt,271,8000.00,
02-Oct-23,By,Home Cash Paid,,,Payment,650,,1000.00
04-Oct-23,By,Post Office Bank,,,Payment,660,,1000.00
12-Oct-23,By,Home Cash Paid,,,Payment,651,,500.00
13-Oct-23,By,(as per details),,,Payment,659,,2500.00
,,Home Cash Paid,,,,,1600.00 Dr,
,,Home Cash Paid,,,,,700.00 Dr,
,,Food,,,,,200.00 Dr,
16-Oct-23,To,Consultancy,,,Receipt,251,1700.00,
16-Oct-23,By,Merriage Chandlo Shrimant,,,Payment,653,,300.00
17-Oct-23,By,Home Cash Paid,,,Payment,652,,500.00
20-Oct-23,To,(as per details),,,Receipt,269,2850.00,
,,Consultancy,,,,,,2500.00 Cr
,,Consultancy,,,,,,350.00 Cr
20-Oct-23,By,Home Cash Paid,,,Payment,654,,500.00
20-Oct-23,By,Home Cash Paid,,,Payment,655,,250.00
21-Oct-23,By,Home Cash Paid,,,Payment,657,,1000.00
22-Oct-23,To,(as per details),,,Receipt,270,2000.00,
,,Alpesh Bavchandbhai Vaghasiya,,,,,,1000.00 Cr
,,Bipinbhai Dheerubhai Hapani,,,,,,1000.00 Cr
23-Oct-23,By,Home Cash Paid,,,Payment,658,,600.00
23-Oct-23,By,Divyam School Exp.,,,Payment,669,,650.00
26-Oct-23,To,Piyush Vaghasiya,,,Receipt,268,666.00,
27-Oct-23,By,Merriage Chandlo Shrimant,,,Payment,656,,200.00
29-Oct-23,By,Holiday Expenses,,,Payment,666,,40.00
29-Oct-23,By,Divyam Toys,,,Payment,667,,420.00
31-Oct-23,By,Party With Friends,,,Payment,670,,400.00
01-Nov-23,By,Home Cash Paid,,,Payment,668,,2000.00
,,4819438.00,,,,,,4810502.00
,By,Closing Balance,,,,,,8936.00
,,4819438.00,,,,,,4819438.00
,,,,,,,,
